22,6,2,1,1,1
22,6,2,2,1
22,7,2,1,1
12,8,11,1,1
8,5,7,11,1,1
9,5,8,11,1
9,14,11
20,13,1
25,6,4
29,6
20,14
29,6
29,6
29,6
28,5,1
29,4,1
24,4,4,1,1
31,1,1
31,1,1
30,1,1,1
32,1
33











